id,category
5281,None
5283,Other
5285,Other Apple product or service
5287,iPhone
5289,iPad
5291,Other Google product or service
5292,iPad
5293,Other Google product or service
5295,None
5296,Other Google product or service
5297,Other Google product or service
5298,Other Google product or service
5299,Other Google product or service
5300,iPad
5301,Other Google product or service
5303,iPad or iPhone App
5304,iPad
5305,Other
5307,Other Google product or service
5308,Other
5309,Other Google product or service
5310,Android
5311,iPad
5312,Other Apple product or service
5313,Apple
5314,Other Google product or service
5316,Apple
5319,iPad
5321,iPhone
5322,Other Apple product or service
5323,None
5325,Other
5326,Other Google product or service
5327,iPad
5328,Other Google product or service
5330,None
5331,iPhone
5332,Other Apple product or service
5336,iPad
5338,iPad
5341,Android
5342,Android
5345,Other
5346,Other Google product or service
5347,Other Google product or service
5348,None
5349,Other Apple product or service
5351,iPad
5352,iPad
5353,iPhone
5354,Other Apple product or service
5355,Android App
5356,Other Google product or service
5357,iPad
5358,Other Google product or service
5360,Other
5361,None
5362,Other Apple product or service
5363,iTunes
5364,Other Google product or service
5365,iPad
5366,iPad
5367,Other Google product or service
5369,Apple
5370,iPhone
5375,iPad
5376,iPhone
5377,iPad
5378,None
5383,iPad
5384,iPad
5385,iPad
5390,Android App
5392,Apple
5394,iPad
5395,iPad
5396,iPhone
5397,iPhone
5398,iPhone
5399,iPhone
5400,Other Google product or service
5401,Other Google product or service
5402,Other Google product or service
5403,Other
5404,Android
5405,None
5408,iPad
5410,iPhone
5411,Android
5412,Android
5413,iPad
5414,iPhone
5415,Android
5416,None
5417,Other
5418,iPhone
5419,Other Apple product or service
5420,Android
5421,Other Google product or service
5422,Other
5423,None
5424,None
5427,iPad
5430,Other Apple product or service
5431,Other Product or Service
5432,Other
5433,Other Google product or service
5436,Android
5437,Other App
5438,Other Apple product or service
5439,Other Apple product or service
5443,Other Apple product or service
5444,iPhone
5445,Android App
5447,Other Google product or service
5449,iPhone
5450,iPad
5451,iPad
5452,Other Google product or service
5453,Other Apple product or service
5456,iPhone
5457,iPhone
5459,iPad
5463,Other Google product or service
5464,Other Google product or service
5465,Other Google product or service
5466,Other Google product or service
5468,Other Google product or service
5469,Other Google product or service
5470,Other Google product or service
5471,Other Google product or service
5472,Other Google product or service
5475,Other Google product or service
5476,Other Google product or service
5477,Other Google product or service
5478,Other Google product or service
5480,Other Google product or service
5482,Other Google product or service
5483,Other Google product or service
5484,Other Google product or service
5486,Other Google product or service
5487,Other Google product or service
5488,Other Google product or service
5490,Other Google product or service
5494,Other Google product or service
5495,Other Google product or service
5496,Other Google product or service
5502,Other Google product or service
5503,Other Google product or service
5504,Other Google product or service
5505,Other Google product or service
5507,Other Google product or service
5508,Other Google product or service
5510,Other Google product or service
5511,Other Google product or service
5512,Other Google product or service
5513,Other Google product or service
5514,Other Google product or service
5517,Other Google product or service
5519,Other Google product or service
5520,Other Google product or service
5522,Other Google product or service
5523,Other Google product or service
5524,Other Google product or service
5526,Other Google product or service
5527,Other Google product or service
5528,Other Google product or service
5529,Other Google product or service
5530,Other Google product or service
5531,Other Google product or service
5533,Other Google product or service
5534,Other Google product or service
5536,Other Google product or service
5538,Other Google product or service
5539,Other Google product or service
5540,Other Google product or service
5541,Other Google product or service
5542,Other Google product or service
5543,Other Google product or service
5544,Other Google product or service
5545,Other Google product or service
5546,Other Google product or service
5547,Other Google product or service
5548,Other Google product or service
5549,Other Google product or service
5550,Other Google product or service
5551,Other Google product or service
5552,Other Google product or service
5553,Other Google product or service
5554,Other Google product or service
5556,Other Google product or service
5557,Other Google product or service
5558,Other Google product or service
5559,Other Google product or service
5560,Other Google product or service
5561,Other Google product or service
5562,Other Google product or service
5563,Other Google product or service
5565,Other Google product or service
5566,Other Google product or service
5567,Other Google product or service
5568,Other Google product or service
5570,Other Google product or service
5571,Other Google product or service
5572,Other Google product or service
5573,Other Google product or service
5574,Other Google product or service
5576,Other Google product or service
5577,Other Google product or service
5578,Other Google product or service
5581,Other Google product or service
5582,Other Google product or service
5584,Other Google product or service
5585,Other Google product or service
5587,Other Google product or service
5588,Other Google product or service
5589,Other Google product or service
5593,Other Google product or service
5594,iPhone App
5595,Other Google product or service
5597,Other Google product or service
5598,iPad
5600,Other Google product or service
5601,Other
5604,Android
5605,iPhone App
5606,Other Google product or service
5607,Other Google product or service
5608,iPad
5611,Other Google product or service
5613,Other Apple product or service
5617,Other Apple product or service
5618,iPad
5619,None
5620,Other Apple product or service
5621,Other Apple product or service
5622,iPhone
5624,iPhone
5625,iPhone
5627,Other Apple product or service
5628,Other Apple product or service
5629,iPad
5631,iPad
5632,Other Google product or service
5634,iPad
5635,Other Apple product or service
5636,iPad App
5638,None
5639,iPad
5640,None
5641,Other
5642,iPhone
5644,iPhone or Android
5645,Android App
5646,None
5647,iPad
5648,Other Brand
5649,iPad
5650,Other
5651,iPad
5653,None
5656,iPhone or Android
5657,iPhone or Android
5659,iPhone
5660,iPhone
5661,Other Apple product or service
5662,Other Google product or service
5664,iPad
5665,iPad
5666,iPhone
5668,iPad
5669,Other Google product or service
5673,Other Google product or service
5674,iPhone
5677,iPad
5678,iPhone
5679,Android
5680,iPhone
5681,Apple
5682,Other
5684,Other Google product or service
5687,Other Google product or service
5688,iPad
5689,iPad
5691,Other Google product or service
5693,Other Mobile App
5704,Apple
5706,iPad
5708,iPhone
5709,iPhone
5713,iPad
5714,Other Apple product or service
5715,iPhone
5716,Apple
5717,iPad
5719,iPad
5721,iPhone
5722,Other
5725,iPad
5729,iPad
5730,Other Apple product or service
5732,Other Google product or service
5734,iPhone
5735,Other Apple product or service
5736,iPhone
5737,iPad
5738,Android App
5739,iPad
5740,iPhone App
5741,Other brand product or service
5742,iPhone
5743,Android
5745,Android App
5746,IPad
5747,iPad
5748,iPad
5749,iPad
5750,iPad
5751,iPad
5752,iPad
5753,iPad
5754,iPad
5755,None
5756,Android
5757,Android App
5758,iPad
5759,Other Apple product or service
5760,None
5761,Other Google product or service
5762,iPhone
5763,Other Apple product or service
5765,Other Google product or service
5766,iPad
5768,Apple
5769,Other
5770,None
5774,iPad
5775,iPad
5778,Other Google product or service
5781,Other
5782,Other Google product or service
5783,iPad
5784,iPad
5785,iPad
5786,iPad
5787,iPad
5788,iPad
5790,iPad
5794,iPad
5795,iPad
5796,iPad
5800,iPad
5802,iPad
5805,iPhone
5806,iPhone
5807,Other Apple product or service
5809,Other Google product or service
5811,Other Google product or service
5816,Other Apple product or service
5817,iPad
5818,Other Apple product or service
5819,iPad
5820,Other Apple product or service
5822,iPad
5823,iPad
5824,Other Apple product or service
5825,iPad
5826,iPad
5827,Other Apple product or service
5828,iPad
5829,iPad
5830,iPad
5831,iPad
5833,Other Apple product or service
5835,Other Apple product or service
5837,iPad
5839,Other Google product or service
5842,iPad
5843,iPad
5844,iPhone
5846,None
5850,Apple
5851,Other Google product or service
5853,Other Apple product or service
5854,iPad
5855,iPad
5856,iPad
5857,None
5861,iPhone
5862,iPhone
5863,iPhone
5866,iPhone
5868,Other Apple product or service
5869,iPhone
5870,iPad
5871,iPad
5873,Apple
5874,Other Google product or service
5875,None
5876,Other
5878,iPad
5879,Other Apple product or service
5880,Other Google product or service
5881,None
5882,iPhone
5883,Other Google product or service
5886,iPad
5887,Other Google product or service
5888,Android
5889,Other App
5890,iPad
5891,Other Apple product or service
5892,Apple
5893,iPad
5896,iPad
5897,Other Google product or service
5898,Android
5899,iPad
5900,Other Google product or service
5901,Other Google product or service
5902,Other Google product or service
5904,Other Apple product or service
5905,Apple
5907,iPhone
5909,iPad
5911,Other Google product or service
5914,Other Google product or service
5915,Other Google product or service
5921,Other Google product or service
5922,Other Google product or service
5923,Other
5925,Apple
5926,Other Google product or service
5927,Other Google product or service
5928,Other Google product or service
5932,Other Google product or service
5933,Android
5934,Other Google product or service
5935,Other Google product or service
5936,Other Google product or service
5937,Other Google product or service
5939,iPad
5940,iPad
5941,Android App
5942,Other Google product or service
5943,Other
5944,Other Apple product or service
5945,Other Google product or service
5948,Apple
5949,iPad
5950,Other Apple product or service
5952,Other Apple product or service
5953,iPad
5955,iPad
5956,iPad
5957,Other Apple product or service
5958,Other Apple product or service
5960,Other Apple product or service
5963,Other Google product or service
5964,iPad
5966,Other Google product or service
5967,None
5969,Other Apple product or service
5972,iPhone
5973,iPhone App
5975,iPhone
5976,iPhone App
5977,iPhone
5979,iPhone
5981,None
5988,iPhone
5989,None
5990,Other Google product or service
5992,iPad
5993,iPad App
5994,Apple
5996,iPhone
5998,iPhone
5999,Apple
6000,Other Apple product or service
6003,Other Apple product or service
6004,iPad
6005,iPad
6006,Other Apple product or service
6008,Other Apple product or service
6009,iPad
6012,Other Google product or service
6013,Other Apple product or service
6016,Other Google product or service
6018,Android
6019,iPhone
6020,iPhone
6021,Other Google product or service
6024,Other Google product or service
6025,Other Google product or service
6026,Other Apple product or service
6030,iPad
6031,iPad
6032,Android
6033,Other Google product or service
6034,Other Google product or service
6038,Other Google product or service
6039,Other Apple product or service
6041,iPad
6043,Android App
6045,Android
6046,iPad
6049,Other Google product or service
6051,iPad
6052,Other
6056,iPad
6057,Other Google product or service
6059,Other Google product or service
6060,Other Google product or service
6062,iPhone
6064,Android App
6067,iPad
6068,Other Apple product or service
6069,Other Apple product or service
6070,Other
6072,Other
6073,Other
6074,Other Apple product or service
6075,Other Google product or service
6076,Other Google product or service
6078,iPhone App
6080,iPad
6082,iPad
6083,Other Google product or service
6084,Other Google product or service
6085,Other Apple product or service
6086,Other Apple product or service
6088,Other Google product or service
6089,None
6090,Other Apple product or service
6091,Other
6092,Other
6093,Other Apple product or service
6094,Android
6097,Other Location-Based App
6098,Other Google product or service
6099,iPhone
6103,iPhone App
6105,Other Google product or service
6106,Other Google product or service
6108,Other Google product or service
6109,iPad
6110,Other Google product or service
6111,Other Google product or service
6112,Other Apple product or service
6114,iPad
6115,Other Google product or service
6116,Other Google product or service
6117,None
6118,Other Google product or service
6119,Other Google product or service
6120,iPad
6121,Other Apple product or service
6123,iPad
6124,Other Apple product or service
6125,Other Apple product or service
6126,iPad
6127,iPad
6128,iPhone
6131,iPad
6133,iPad
6134,Other Google product or service
6135,iPhone
6136,iPad
6137,Other Google product or service
6138,Other Google product or service
6139,iPad App
6140,Other Google product or service
6141,Other
6142,iPhone
6143,None
6145,iPhone
6146,Other
6147,iPad
6148,iPad
6149,Other Google product or service
6150,Other Google product or service
6151,Other Google product or service
6152,Other Google product or service
6153,Other Google product or service
6154,Other Google product or service
6155,Other Google product or service
6156,Other Google product or service
6159,Other Google product or service
6160,Other Google product or service
6161,Other Google product or service
6163,Other Google product or service
6165,Other Google product or service
6166,Other Google product or service
6167,Other Google product or service
6168,Other Google product or service
6169,Other Google product or service
6171,Other Apple product or service
6173,iPad
6175,iPhone or Android
6176,iPhone
6177,iPad
6179,Other Google product or service
6180,Other Google product or service
6181,iPad
6182,iPad
6183,Other Apple product or service
6185,iPad
6186,Other Apple product or service
6187,iPad
6189,iPad
6190,iPad
6191,iPad
6192,iPad
6194,Other Apple product or service
6195,Other Google product or service
6198,Other Google product or service
6199,Other Google product or service
6200,iPad
6201,Other Apple product or service
6202,Android App
6203,iPhone
6206,Other Google product or service
6207,Android App
6208,Other Google product or service
6209,Other
6210,Other Google product or service
6211,Other Google product or service
6212,Other Apple product or service
6213,Other Google product or service
6214,Other Google product or service
6216,Other Google product or service
6217,iPhone
6220,iPad
6223,iPhone
6224,iPad
6225,iPad
6226,Other Apple product or service
6227,iPad
6229,Other Google product or service
6230,Other Google product or service
6232,Other Google product or service
6233,Other Apple product or service
6235,iPad
6236,iPad
6237,iPad
6238,Other Google product or service
6239,iPad
6244,Other Google product or service
6246,Other Google product or service
6248,Other Apple product or service
6249,Other Google product or service
6251,iPad
6252,None
6253,Mophie
6255,iPhone
6257,Other Google product or service
6259,Other Google product or service
6260,iPhone
6262,iPad
6263,iPad
6264,iPad
6266,iPhone
6270,Other Google product or service
6271,Android
6272,iPhone
6273,iPhone
6274,None
6275,None
6276,Other Apple product or service
6277,iPad
6278,Other Apple product or service
6280,Other Apple product or service
6281,Android App
6282,Android App
6284,iPhone
6285,None
6288,Android
6289,iPad
6290,Other Google product or service
6293,Other Apple product or service
6294,None
6297,Apple
6298,Other Apple product or service
6299,iPad
6300,iPad
6301,Apple
6302,iPhone
6304,iPad
6306,iPad
6308,iPad
6309,Other
6310,Other
6311,None
6315,Android
6316,iPad
6317,iPad
6318,None
6319,Other Apple product or service
6321,Other
6322,Other Google product or service
6323,Other Apple product or service
6324,Other
6325,Other Apple product or service
6326,None
6328,Other
6330,iPad
6332,Other
6333,Other Apple product or service
6334,iPhone App
6335,iPad
6338,Other Google product or service
6339,Other Apple product or service
6342,iPad
6348,iPad
6349,iPad
6350,iPhone
6351,iPhone
6352,iPhone
6354,iPad
6355,iPad
6356,Apple
6357,iPhone App
6360,Other Google product or service
6362,Other Apple product or service
6363,Other Google product or service
6366,Other Google product or service
6368,iPad
6371,Other Google product or service
6372,iPad
6373,Other Google product or service
6374,Other Google product or service
6375,iPhone
6376,iPad
6377,iPad
6380,iPad
6384,Other Google product or service
6385,Other Google product or service
6387,iPad
6388,Other Google product or service
6392,iPad
6393,iPad
6394,iPad
6396,Other Google product or service
6397,Other Google product or service
6398,Other Google product or service
6400,Other Google product or service
6402,iPhone
6404,iPad
6405,Other Google product or service
6406,Other Apple product or service
6407,Android
6408,Other Apple product or service
6409,Other Apple product or service
6410,Other Google product or service
6411,Other Google product or service
6412,Other Apple product or service
6413,iPad
6418,iPad
6419,iPad
6420,iPad
6421,iPad
6422,iPad
6423,Other Google product or service
6424,Other Apple product or service
6425,iPhone
6427,iPad
6428,Other
6430,None
6431,Other Google product or service
6432,iPad or iPhone App
6433,"Other Apple product or service, Other Google product or service"
6436,None
6437,None
6438,Other Charity or Nonprofit Organization
6439,None
6443,Other Apple product or service
6445,Other Apple product or service
6446,Other Google product or service
6448,Other Google product or service
6449,Other Google product or service
6450,iPad
6451,Other Apple product or service
6453,Google
6455,Other Apple product or service
6456,Other Apple product or service
6457,Other Google product or service
6458,iPad
6459,iPad
6460,iPhone
6461,iPhone
6462,Other Apple product or service
6463,iPad
6464,Android
6465,iPad
6466,Other
6467,iPad
6468,iPad
6471,Other Google product or service
6472,iPad
6473,Kindle
6475,Android App
6476,Other Google product or service
6477,Other Google product or service
6478,Other Google product or service
6479,Other Google product or service
6484,Other Google product or service
6486,Android
6489,iPad
6490,iPad
6491,None
6492,None
6493,Other Apple product or service
6494,None
6495,Other Google product or service
6496,Other Google product or service
6497,Other Google product or service
6498,Other Google product or service
6499,Other Apple product or service
6500,Other Google product or service
6501,None
6502,None
6503,None
6504,iPhone
6505,iPad
6507,Other Apple product or service
6509,Other
6510,iPhone
6513,iPad
6514,Other Apple product or service
6515,Other Google product or service
6519,Other Google product or service
6520,Other Google product or service
6522,Other Apple product or service
6523,iPad
6526,Other Apple product or service
6527,iPad
6528,Other Google product or service
6529,Other Google product or service
6530,Other Google product or service
6531,Other Google product or service
6532,Other Google product or service
6533,Other Google product or service
6534,Other Google product or service
6535,Other Google product or service
6536,Other Google product or service
6539,iPad
6540,iPad
6541,iPad
6542,iPad
6543,iPad
6544,iPad
6546,None
6548,Other Apple product or service
6550,iPad
6554,iPad
6555,iPad
6557,Other Google product or service
6559,iPhone
6565,iPad
6567,Other Google product or service
6568,iPhone
6571,iPad
6573,Apple
6579,Other Google product or service
6580,Other
6581,iPad
6582,iPhone
6583,iPad
6584,iPhone
6586,iPad
6587,Other Google product or service
6591,Other
6594,iPhone
6595,Other Apple product or service
6597,iPhone
6598,Other
6599,Other
6600,iPhone
6601,iPhone
6602,Other Apple product or service
6603,Other
6605,Other Apple product or service
6607,Other Apple product or service
6610,iPad
6611,Other Google product or service
6613,iPad
6615,iPad
6616,Other
6618,Other
6620,Other Google product or service
6623,Other
6624,Other Google product or service
6625,Other Google product or service
6626,Other Google product or service
6627,Other Google product or service
6628,Other Google product or service
6629,Other Google product or service
6630,Other Google product or service
6631,Other Google product or service
6632,Other Google product or service
6634,Other Google product or service
6635,Other Google product or service
6639,Other Google product or service
6645,Apple
6646,Apple
6647,iPad
6648,Other Apple product or service
6649,iPad
6653,Other Apple product or service
6654,Other Apple product or service
6656,Other Apple product or service
6658,Other Apple product or service
6659,Other Apple product or service
6660,Other Apple product or service
6661,Other Apple product or service
6662,Other Apple product or service
6663,iPad
6664,iPad
6665,iPad
6667,Other Apple product or service
6668,Other Apple product or service
6669,Other Apple product or service
6670,Other Apple product or service
6671,Apple
6672,Other Apple product or service
6673,Other Apple product or service
6674,Other Apple product or service
6675,Other Apple product or service
6681,iPod
6682,Other Apple product or service
6683,Other Apple product or service
6684,iPad
6685,iPad
6686,Other Apple product or service
6687,Other Apple product or service
6688,iPad
6689,iPad
6690,iPad
6691,iPad
6693,iPad
6694,iPad
6695,Other Apple product or service
6697,Other Google product or service
6698,iPad
6700,Other Apple product or service
6701,Other Apple product or service
6702,Other Apple product or service
6703,iPhone
6704,Other Apple product or service
6705,iPad
6707,iPad
6708,iPhone App
6709,iPad
6710,iPhone App
6711,iPhone
6712,iPad
6713,Android
6715,Other Mobile OS
6716,Other Mobile OS
6717,Other Google product or service
6719,iPad
6722,iPad
6723,iPad
6724,iPhone App
6725,Other Google product or service
6726,iPad
6728,iPad
6730,Other Google product or service
6732,Other Apple product or service
6738,Apple
6739,Other Google product or service
6740,Other Google product or service
6741,Other Google product or service
6745,Other Google product or service
6751,iPad
6752,Other Google product or service
6753,Other Google product or service
6755,Other Google product or service
6759,Other Apple product or service
6761,Other Apple product or service
6762,Other Google product or service
6763,Other Google product or service
6765,iPad
6766,Apple
6767,Other Apple product or service
6770,Google
6776,iPad
6777,None
6778,iPhone
6779,Other Google product or service
6781,iPad
6782,Other Google product or service
6785,iPhone
6786,iPad
6788,Other Google product or service
6789,Other Google product or service
6791,Other Google product or service
6792,Other Google product or service
6794,Other Apple product or service
6795,iPhone
6796,iPhone
6797,Other Google product or service
6799,iPhone
6800,iPad
6802,Other Google product or service
6805,iPad
6807,Other Google product or service
6809,iPad
6810,iPhone App
6811,Android
6813,iPad
6814,iPad
6816,Other Google product or service
6817,Other Google product or service
6818,Other Google product or service
6819,Other Google product or service
6820,iPhone
6823,Other Apple product or service
6824,None
6827,Other Apple product or service
6829,Other Google product or service
6831,Other Apple product or service
6833,iPhone
6834,iPad
6835,iPhone
6836,Android
6837,Other Apple product or service
6838,iPad
6839,None
6840,Other Apple product or service
6841,iPad
6842,Other Apple product or service
6843,iPad
6844,Other Apple product or service
6845,iPhone
6846,Other Apple product or service
6848,Google
6849,Other Apple product or service
6850,iPad
6852,iPad
6853,Other Apple product or service
6854,iPad
6855,iPad
6858,Other Google product or service
6859,Other Google product or service
6861,Other Google product or service
6862,iPad
6863,Other Apple product or service
6864,iPhone
6865,iPad
6866,Other
6867,Apple
6870,iPad
6871,Other
6872,Other Apple product or service
6873,None
6874,iPhone
6877,None
6880,iPhone
6881,iPad
6882,Other product or service
6883,Other
6884,Other
6885,None
6886,iPad
6887,Other Apple product or service
6888,Other Apple product or service
6889,Apple
6890,iPad
6891,Other Google product or service
6892,iPad
6893,None
6894,Other
6896,iPhone
6897,Other Google product or service
6899,iPad
6900,iPad
6901,iPad
6902,iPad
6908,iPad
6913,iPad
6914,iPad
6916,iPad
6917,iPhone
6925,None
6927,iPad
6930,iPhone
6931,iPad
6932,iPad
6933,iPad
6934,iPad
6936,iPhone
6937,iPhone
6943,iPhone App
6944,iPhone
6945,Android
6946,iPhone
6947,Android App
6948,Android App
6949,Android App
6951,Other Apple product or service
6953,Android
6954,Other Apple product or service
6955,iPad
6956,iPad
6957,iPad
6958,Other Apple product or service
6959,Other Apple product or service
6960,iPad
6962,Other Apple product or service
6963,Other Apple product or service
6964,Other Apple product or service
6965,Other Apple product or service
6969,iPad
6970,Other Apple product or service
6971,iPad
6973,Other Apple product or service
6976,iPad
6979,Other Apple product or service
6980,Other Apple product or service
6981,Other Apple product or service
6985,iPad
6987,iPad
6988,iPad
6989,Other Apple product or service
6991,Other Apple product or service
6992,iPhone
6993,Other Google product or service
6994,iPad
6996,Apple
6997,Other Apple product or service
6998,Other Apple product or service
6999,Other Google product or service
7000,Other Google product or service
7002,iPhone
7003,Other Apple product or service
7004,iPhone
7006,Other Google product or service
7008,Other Apple product or service
7014,Other Apple product or service
7015,Apple
7017,Other Apple product or service
7019,Other Apple product or service
7023,Other Google product or service
7029,iPad app
7032,Other Apple product or service
7033,iPad
7034,Other Google product or service
7036,Other Google product or service
7037,Other Google product or service
7038,Other Google product or service
7039,Other Google product or service
7040,Other Google product or service
7041,Other Apple product or service
7049,Other Google product or service
7052,Other Google product or service
7056,Other Google product or service
7059,iPad
7061,Other Brand
7062,iPhone
7064,Other Google product or service
7067,None
7068,Other Google product or service
7071,Other Google product or service
7072,Other Google product or service
7073,iPad
7076,iPad
7077,Other Google product or service
7079,iPad
7080,iPhone
7082,iPhone
7084,iPhone
7085,Other Apple product or service
7087,iPad
7091,iPad or iPhone App
7093,Other Google product or service
7094,Other Apple product or service
7095,Other Apple product or service
7096,iPhone
7102,iPad
7103,iPad
7104,Other Google product or service
7105,Other Google product or service
7106,Other Google product or service
7107,iPhone
7109,iPad
7116,iPhone
7117,Other Apple product or service
7118,iPad
7119,None
7120,iTunes
7122,None
7123,iPad
7125,Other Google product or service
7126,iPad
7127,Other Google product or service
7128,Other Google product or service
7130,Other Google product or service
7131,Other Google product or service
7133,Other Google product or service
7134,Other Google product or service
7135,Other Google product or service
7136,Other Google product or service
7137,Other Google product or service
7138,Other Google product or service
7139,Other Google product or service
7140,Other Google product or service
7141,Other Google product or service
7142,Other Google product or service
7143,Other Google product or service
7145,Other Google product or service
7147,Other Google product or service
7149,Other Google product or service
7150,Other Google product or service
7151,Other Google product or service
7152,Other Google product or service
7155,Other Google product or service
7156,Other Google product or service
7157,Other Google product or service
7159,Other Google product or service
7160,iPhone
7163,iPad
7164,iPad
7165,iPad
7166,Other Google product or service
7167,Other Google product or service
7168,iPad
7169,iPad
7170,iPhone App
7172,Other Apple product or service
7173,Other Apple product or service
7174,Other Google product or service
7175,Other Google product or service
7176,Other Apple product or service
7178,Other Apple product or service
7180,iPad
7182,iPhone
7183,Android
7184,Other Apple product or service
7187,Other Apple product or service
7189,iPad
7191,Other Apple product or service
7192,Google
7193,None
7198,iPad
7199,None
7203,None
7204,Cisco
7205,Other Google product or service
7206,Other Apple product or service
7207,None
7209,Other Google product or service
7210,iPhone
7211,Other Google product or service
7215,Other
7216,Other Google product or service
7217,Other Google product or service
7220,Other Google product or service
7221,Other Apple product or service
7223,Other Google product or service
7224,Other Google product or service
7225,Other Apple product or service
7227,Other Google product or service
7228,Other Google product or service
7231,iPhone
7233,Other Apple product or service
7235,Other Google product or service
7236,Other
7237,None
7239,Other Google product or service
7240,Other
7242,Other Google product or service
7244,iPad
7245,iPhone
7246,Other Google product or service
7247,iPad
7250,Other Google product or service
7252,Other Google product or service
7253,Other Google product or service
7254,Other Google product or service
7255,Other Google product or service
7256,Other Google product or service
7257,iPad
7258,Android
7259,Other App or Service
7262,Other Google product or service
7264,Android
7265,Android
7267,Other Apple product or service
7270,Other Apple product or service
7272,Android
7273,None
7274,iPad
7280,Other Google product or service
7285,iPad
7287,iPad
7289,iTunes
7293,Other Google product or service
7294,iPad
7296,Other Google product or service
7298,iPhone
7299,None
7300,iPhone
7301,Android
7302,iPad
7303,iPhone App
7304,iPhone App
7305,iPhone
7306,iPhone App
7307,iPhone
7308,Android App
7309,iPad
7312,iPad
7313,Other Google product or service
7315,iPad
7316,Other Apple product or service
7318,Other Apple product or service
7320,iPad
7321,Other Apple product or service
7322,Other Google product or service
7326,Other Google product or service
7327,None
7330,None
7331,None
7333,iPhone
7334,iPad
7335,Other
7338,iPad
7339,iPad
7340,Other product or service
7341,Other Google product or service
7342,Other Google product or service
7347,Other Google product or service
7349,Other Google product or service
7350,Other Google product or service
7351,iPad
7352,Other Google product or service
7353,None
7354,iPhone
7355,iPhone App
7358,None
7359,iPhone
7361,iPhone
7362,Android App
7363,iPad
7365,iPhone
7368,iPad App
7370,Other
7371,None
7372,Other Google product or service
7373,iPad
7374,iPad
7377,Other Apple product or service
7378,iPhone
7379,Other Google product or service
7380,Other Apple product or service
7381,Other Apple product or service
7386,iPad
7387,Other Apple product or service
7389,Other Google product or service
7390,Other Google product or service
7397,Android App
7398,Android App
7399,Other Google product or service
7400,iPad
7402,iPad
7403,iPad
7407,iPhone
7410,Android
7414,Other
7415,Other Google product or service
7417,iPhone
7418,iPhone
7419,iPhone
7420,Android
7421,Other Google product or service
7422,iPad
7424,iPhone
7426,Android App
7427,Other Google product or service
7433,Android
7435,Other Google product or service
7436,Other Google product or service
7437,Other Google product or service
7438,Other Apple product or service
7439,Other Apple product or service
7442,Other Apple product or service
7443,Other Apple product or service
7444,Other Google product or service
7445,Other Apple product or service
7446,Other Apple product or service
7447,Other Google product or service
7449,Other Apple product or service
7450,iPad
7453,Other Apple product or service
7455,iPad
7457,iPad
7458,Other Google product or service
7460,iPad
7461,iPad
7463,iPad
7466,Other Apple product or service
7467,OtherAppleProductOrService
7470,Apple
7471,iPad
7473,iPad
7474,iPod
7476,Other Apple product or service
7477,Other Google product or service
7478,Other Google product or service
7481,iPad
7482,None
7484,iPad
7485,Other Apple product or service
7487,Other Google product or service
7488,Other Apple product or service
7490,Other Google product or service
7491,Other Apple product or service
7492,Android App
7493,Android
7494,Other Google product or service
7496,iPhone
7497,Other Apple product or service
7498,Other Apple product or service
7499,Other Apple product or service
7500,Other Apple product or service
7501,Android App
7503,Other Google product or service
7504,Other Apple product or service
7505,Other Google product or service
7506,Other Apple product or service
7507,iPad App
7512,Other Apple product or service
7514,Android
7517,Other Google product or service
7518,Other Google product or service
7523,iPhone
7524,Other Apple product or service
7526,iPad
7527,iPhone
7530,iPad
7531,Apple
7533,Android
7534,iPad
7536,iPhone
7537,Other
7538,Other Apple product or service
7539,None
7540,Other Google product or service
7542,None
7543,Other Apple product or service
7546,iPad
7547,iTunes
7549,Other Google product or service
7550,Other Google product or service
7551,iPad
7553,Other Google product or service
7554,Other Apple product or service
7556,Other Google product or service
7557,iPhone
7558,iPhone or iPad
7559,iPad
7560,Other Google product or service
7562,None
7563,iPad
7564,Other Google product or service
7565,iPad
7566,Other Google product or service
7569,Other
7570,Other Apple product or service
7571,Other Google product or service
7572,iPhone
7574,iPhone
7575,iPhone
7577,Other Google product or service
7578,Other Apple product or service
7579,Other Google product or service
7580,Other Google product or service
7581,None
7583,iPhone App
7587,Other Google product or service
7589,iPhone
7590,Other Apple product or service
7591,Other
7593,Other Google product or service
7594,iPad App
7595,Other Google product or service
7596,Other Google product or service
7598,iPhone
7601,Other Google product or service
7602,Other Google product or service
7603,Other Google product or service
7604,Other Apple product or service
7606,Other Apple product or service
7607,None
7608,iPhone
7610,iPhone
7611,iPhone
7612,Other Google product or service
7614,iPhone
7616,Other Apple product or service
7618,iPad
7619,Apple
7624,Other Apple product or service
7626,Other Google product or service
7627,Other Google product or service
7628,Other
7629,iPhone
7630,Other Google or service
7631,Other Google product or service
7632,iPad
7635,iPad
7636,Other Google product or service
7637,iPhone
7639,Other Apple product or service
7640,iPad App
7641,iPad
7642,Other Google product or service
7643,iPad
7644,Other Google product or service
7645,Other Google product or service
7646,Other Google product or service
7647,Other Google product or service
7648,None
7649,Other Brand
7650,iPhone
7652,iPhone
7653,iPad
7654,None
7655,Other Google product or service
7658,iPad
7659,iPhone
7661,Other Google product or service
7663,Other Apple product or service
7665,iPad
7666,iPhone App
7667,Other Apple product or service
7668,Other Google product or service
7669,Other Apple Product or Service
7670,Other Google product or service
7671,Other Google product or service
7674,iPad
7675,Apple
7676,Other
7677,iPhone
7679,None
7680,Other Apple product or service
